# Species	Genes	Alg.-Conn.	GCA_010727945.1_protein.faa	GCA_010728725.1_protein.faa	GCA_010730195.1_protein.faa	GCA_019456655.1_protein.faa	GCA_900292015.1_protein.faa
4	7	0.133	BBX48300.1,BBX48302.1	BBZ10314.1	BBZ37652.1,BBZ42389.1,BBZ37654.1	QYL24027.1	*
4	7	0.127	BBX45868.1,BBX45900.1	BBZ12711.1,BBZ12741.1	*	QYL23285.1,QYL23930.1	VDM89528.1
4	7	0.115	BBX44172.1,BBX46030.1,BBX47066.1	BBZ13537.1	BBZ42095.1,BBZ37176.1	QYL24564.1	*
4	6	0.41	BBX48098.1,BBX47481.1	BBZ11172.1,BBZ11947.1	BBZ42661.1	*	VDM86799.1
4	6	0.31	BBX47482.1,BBX48099.1	BBZ11171.1,BBZ11948.1	BBZ42662.1	*	VDM86800.1
4	6	0.304	BBX44763.1	*	BBZ39783.1	QYL23388.1,QYL23686.1,QYL25733.1	VDM89094.1
4	6	0.282	BBX44435.1	BBZ13658.1	BBZ41234.1,BBZ40752.1,BBZ41103.1	*	VDM88156.1
4	6	0.244	BBX47480.1,BBX48097.1	BBZ11173.1,BBZ11946.1	BBZ42660.1	QYL23058.1	*
4	6	0.24	BBX46949.1	BBZ13044.1,BBZ13030.1,BBZ13022.1	BBZ39196.1	QYL25226.1	*
4	6	0.239	BBX46183.1,BBX46427.1	BBZ12150.1	BBZ41567.1,BBZ39503.1	QYL22722.1	*
4	6	0.22	BBX47810.1	BBZ10863.1,BBZ13672.1,BBZ15305.1	BBZ38303.1	*	VDM87883.1
4	6	0.201	BBX46841.1	BBZ11647.1	BBZ40335.1,BBZ41992.1	*	VDM89212.1,VDM91004.1
4	6	0.171	BBX48868.1,BBX47261.1	BBZ15306.1,BBZ12335.1	*	QYL23330.1	VDM90002.1
4	6	0.164	BBX48313.1	BBZ12940.1	BBZ41081.1,BBZ38871.1,BBZ38872.1	*	VDM90188.1
4	6	0.161	BBX45455.1,BBX46964.1	BBZ13205.1	BBZ40527.1,BBZ39231.1	QYL23155.1	*
4	6	0.156	*	BBZ14403.1	BBZ38582.1	QYL20866.1,QYL24500.1,QYL25116.1	VDM88202.1
4	6	0.142	BBX44321.1,BBX46072.1	BBZ14603.1	BBZ40889.1,BBZ40890.1	*	VDM89256.1
4	6	0.142	BBX45879.1	BBZ12746.1,BBZ12786.1	*	QYL23915.1,QYL23910.1	VDM89218.1
4	6	0.14	BBX44310.1	*	BBZ37201.1	QYL22520.1,QYL23753.1,QYL23572.1	VDM91028.1
4	6	0.139	BBX46577.1,BBX46579.1	BBZ13340.1	BBZ39948.1	QYL23222.1,QYL23224.1	*
4	6	0.137	BBX48725.1,BBX48075.1,BBX46858.1	BBZ10534.1	BBZ38124.1	QYL22921.1	*
4	6	0.135	BBX46662.1,BBX48222.1	BBZ10392.1	BBZ37584.1	QYL23891.1,QYL25279.1	*
4	6	0.131	BBX44846.1	BBZ13803.1	BBZ39573.1,BBZ39576.1	*	VDM88893.1,VDM88896.1
4	6	0.129	*	BBZ12104.1	BBZ37967.1,BBZ39482.1	QYL25839.1,QYL23609.1	VDM90501.1
4	6	0.128	BBX46890.1	*	BBZ40376.1,BBZ37277.1,BBZ38383.1	QYL24401.1	VDM87126.1
4	6	0.128	BBX48543.1,BBX48542.1,BBX44042.1	BBZ10586.1	BBZ37390.1	*	VDM87244.1
4	6	0.124	BBX46078.1	BBZ14605.1,BBZ14366.1	BBZ38149.1	*	VDM88211.1,VDM90300.1
4	6	0.119	BBX47478.1,BBX48095.1	BBZ11944.1,BBZ11175.1	BBZ42658.1	*	VDM86797.1
4	6	0.119	BBX48404.1	BBZ10223.1	BBZ41002.1,BBZ41360.1	*	VDM87586.1,VDM90620.1
4	6	0.114	BBX44858.1,BBX47696.1	BBZ13788.1,BBZ13780.1	BBZ39585.1	*	VDM88907.1
4	6	0.113	BBX46089.1,BBX46090.1	BBZ12468.1,BBZ12469.1	BBZ42277.1	*	VDM89140.1
4	6	0.113	BBX47692.1,BBX47691.1	BBZ10956.1,BBZ10955.1	BBZ37107.1	*	VDM86967.1
4	6	0.101	BBX45337.1	*	BBZ41348.1,BBZ39454.1	QYL22755.1,QYL25749.1	VDM90571.1
4	6	0.101	BBX48894.1	*	BBZ42480.1,BBZ42481.1	QYL24609.1	VDM86651.1,VDM86652.1
4	5	0.596	BBX45579.1	BBZ13088.1,BBZ14991.1	BBZ40674.1	*	VDM89863.1
4	5	0.584	BBX48223.1	BBZ10391.1	BBZ37585.1	QYL22857.1,QYL23892.1	*
4	5	0.572	*	BBZ11447.1,BBZ15534.1	BBZ42160.1	QYL22993.1	VDM91242.1
4	5	0.569	BBX48221.1	BBZ10393.1	BBZ37583.1	QYL22858.1,QYL23890.1	*
4	5	0.562	BBX45463.1	BBZ13196.1,BBZ15388.1	BBZ40533.1	*	VDM89743.1
4	5	0.561	BBX46390.1	BBZ14746.1	BBZ41504.1,BBZ41530.1	QYL21904.1	*
4	5	0.54	BBX43994.1,BBX48964.1	BBZ14612.1	BBZ38450.1	QYL24721.1	*
4	5	0.536	BBX47375.1	BBZ11275.1,BBZ15367.1	BBZ42544.1	QYL21562.1	*
4	5	0.52	BBX48791.1	*	BBZ42101.1	QYL20567.1,QYL24601.1	VDM91107.1
4	5	0.5	*	BBZ14406.1,BBZ15237.1	BBZ39765.1	QYL22028.1	VDM89836.1
4	5	0.393	BBX46902.1	*	BBZ42081.1	QYL22554.1,QYL20460.1	VDM91075.1
4	5	0.38	BBX46536.1	BBZ11992.1	BBZ41694.1	*	VDM90688.1,VDM88777.1
4	5	0.371	BBX46581.1	BBZ13338.1	BBZ39959.1,BBZ41516.1	QYL23226.1	*
4	5	0.371	BBX48653.1,BBX44153.1	BBZ09930.1	BBZ39917.1	*	VDM89206.1
4	5	0.37	BBX47297.1	*	BBZ39352.1,BBZ39356.1	QYL23462.1	VDM88738.1
4	5	0.365	BBX46369.1	BBZ11332.1	BBZ37950.1,BBZ38888.1	*	VDM87811.1
4	5	0.354	BBX48318.1	BBZ14844.1	BBZ40234.1,BBZ39553.1	QYL24766.1	*
4	5	0.348	BBX45012.1	BBZ13998.1,BBZ12069.1	BBZ39810.1	*	VDM89121.1
4	5	0.335	BBX48210.1	BBZ10404.1,BBZ10333.1	BBZ37577.1	*	VDM87389.1
4	5	0.328	BBX48312.1	BBZ12939.1	BBZ41082.1,BBZ38833.1	*	VDM90189.1
4	5	0.324	BBX45438.1	BBZ15145.1,BBZ15183.1	BBZ40509.1	*	VDM89723.1
4	5	0.304	BBX44290.1	BBZ14240.1	BBZ41505.1,BBZ41529.1	QYL21903.1	*
4	5	0.287	BBX46468.1	BBZ13299.1	BBZ37427.1,BBZ39965.1	QYL25595.1	*
4	5	0.281	*	BBZ11051.1,BBZ11048.1	BBZ42567.1	QYL21232.1	VDM86711.1
4	5	0.278	BBX48310.1	BBZ12937.1	BBZ41084.1,BBZ38865.1	*	VDM90191.1
4	5	0.256	BBX45607.1	BBZ11209.1	BBZ39552.1	QYL24595.1,QYL21374.1	*
4	5	0.249	BBX46954.1	BBZ13047.1	BBZ39220.1,BBZ39216.1	QYL22285.1	*
4	5	0.243	BBX47398.1	BBZ12779.1,BBZ13689.1	BBZ38290.1	QYL23914.1	*
4	5	0.227	BBX45878.1	BBZ12721.1,BBZ12778.1	BBZ39520.1	*	VDM91182.1
4	5	0.217	BBX44720.1,BBX48233.1	BBZ13776.1	BBZ39591.1	*	VDM88916.1
4	5	0.195	BBX48578.1	BBZ12744.1,BBZ12792.1	*	QYL23913.1	VDM88341.1
4	5	0.194	BBX45894.1	BBZ15474.1,BBZ14847.1	BBZ40986.1	*	VDM90120.1
4	5	0.185	BBX45572.1	BBZ13095.1	BBZ40666.1	QYL22596.1,QYL22606.1	*
4	5	0.185	BBX48337.1	BBZ10936.1	BBZ38373.1,BBZ41274.1	*	VDM87958.1
4	5	0.184	BBX46372.1	BBZ12202.1	BBZ41497.1,BBZ41461.1	*	VDM90504.1
4	5	0.183	BBX45985.1	BBZ12575.1,BBZ15546.1	BBZ41107.1	*	VDM90200.1
4	5	0.18	BBX48224.1	BBZ10390.1	BBZ37586.1	QYL23893.1,QYL22856.1	*
4	5	0.178	BBX45982.1	BBZ12582.1	BBZ41097.1,BBZ42529.1	*	VDM87728.1
4	5	0.177	BBX44201.1	BBZ14528.1,BBZ12693.1	BBZ40328.1	QYL24951.1	*
4	5	0.177	BBX45369.1	BBZ11296.1	BBZ40428.1	QYL25346.1,QYL22605.1	*
4	5	0.177	BBX46385.1	*	BBZ41475.1	QYL21375.1,QYL21115.1	VDM90520.1
4	5	0.176	BBX48407.1,BBX47110.1	BBZ10221.1	BBZ37770.1	*	VDM87585.1
4	5	0.172	BBX48792.1	*	BBZ42100.1	QYL24600.1,QYL20566.1	VDM91106.1
4	5	0.171	BBX48137.1,BBX48079.1	BBZ10475.1	BBZ37499.1	*	VDM87317.1
4	5	0.169	BBX47822.1,BBX47223.1	BBZ12278.1	BBZ37958.1	*	VDM89215.1
4	5	0.168	BBX45605.1	BBZ12733.1	BBZ39551.1	QYL23996.1,QYL24603.1	*
4	5	0.166	BBX45865.1	*	BBZ40975.1,BBZ37793.1	QYL21235.1	VDM90108.1
4	5	0.162	BBX47726.1	BBZ15236.1	BBZ41578.1,BBZ41235.1	*	VDM88776.1
4	5	0.16	BBX46584.1	BBZ13335.1	BBZ39962.1,BBZ41521.1	QYL23227.1	*
4	5	0.158	*	BBZ13703.1	BBZ39671.1	QYL20526.1	VDM88990.1,VDM89192.1
4	5	0.157	*	BBZ15532.1,BBZ11448.1	BBZ42159.1	QYL25296.1	VDM91243.1
4	5	0.154	BBX48315.1	BBZ12942.1	BBZ41079.1,BBZ38878.1	*	VDM90185.1
4	5	0.153	BBX48587.1	BBZ11873.1	BBZ41749.1,BBZ42053.1	QYL22763.1	*
4	5	0.152	BBX48727.1,BBX47727.1	*	BBZ41617.1	QYL21561.1	VDM90732.1
4	5	0.151	BBX45925.1	BBZ12685.1	BBZ41005.1,BBZ40294.1	*	VDM89494.1
4	5	0.149	*	BBZ14663.1	BBZ42376.1,BBZ38388.1	QYL22978.1	VDM87964.1
4	5	0.145	*	BBZ14266.1	BBZ37975.1,BBZ38963.1	QYL21842.1	VDM89547.1
4	5	0.145	BBX46931.1,BBX44630.1	BBZ11561.1	*	QYL24149.1	VDM91134.1
4	5	0.144	BBX46101.1,BBX47752.1	*	BBZ38892.1	QYL24490.1	VDM87741.1
4	5	0.143	BBX45085.1	BBZ13549.1	BBZ39989.1,BBZ39642.1	*	VDM88969.1
4	5	0.142	BBX44634.1	BBZ11729.1	BBZ39477.1,BBZ39316.1	*	VDM88838.1
4	5	0.142	BBX45334.1	*	BBZ41580.1	QYL22757.1,QYL23289.1	VDM90572.1
4	5	0.142	BBX46255.1	BBZ12340.1	BBZ37994.1,BBZ41339.1	*	VDM90401.1
4	5	0.141	BBX48694.1	*	BBZ41150.1,BBZ39389.1	QYL22560.1	VDM89474.1
4	5	0.14	BBX48487.1	BBZ14088.1	BBZ39081.1,BBZ37891.1	*	VDM88504.1
4	5	0.137	BBX44437.1	*	BBZ37446.1	QYL21899.1,QYL22232.1	VDM87270.1
4	5	0.137	BBX45798.1,BBX44894.1	BBZ13019.1	BBZ39157.1	*	VDM88018.1
4	5	0.136	BBX46387.1	BBZ13343.1	BBZ41477.1,BBZ40237.1	QYL20595.1	*
4	5	0.133	BBX47219.1,BBX46463.1	BBZ12092.1	BBZ39667.1	*	VDM88987.1
4	5	0.13	BBX44444.1	BBZ13401.1	BBZ37852.1	*	VDM87655.1,VDM87722.1
4	5	0.13	BBX47267.1	BBZ12759.1,BBZ15256.1	*	QYL22390.1	VDM88865.1
4	5	0.13	BBX48818.1,BBX44719.1	BBZ11157.1	BBZ42051.1	QYL23066.1	*
4	5	0.128	BBX48750.1	BBZ14531.1	BBZ41277.1	*	VDM87051.1,VDM87979.1
4	5	0.127	BBX46944.1	BBZ13015.1	BBZ39906.1,BBZ39194.1	*	VDM88570.1
4	5	0.123	BBX46904.1	BBZ11598.1	BBZ40318.1	*	VDM91077.1,VDM89519.1
4	5	0.121	BBX48793.1	*	BBZ37888.1	QYL20565.1,QYL20409.1	VDM91105.1
4	5	0.12	*	BBZ10796.1	BBZ37263.1,BBZ37260.1	QYL23514.1	VDM87111.1
4	5	0.119	BBX44970.1	BBZ15475.1	BBZ37433.1,BBZ42453.1	QYL24955.1	*
4	5	0.117	BBX48314.1	BBZ12941.1	BBZ41080.1,BBZ38879.1	*	VDM90187.1
4	5	0.114	BBX48039.1	BBZ14206.1,BBZ10875.1	BBZ40218.1	*	VDM86579.1
4	5	0.11	BBX44821.1	BBZ13326.1	BBZ39521.1,BBZ42565.1	QYL22243.1	*
4	5	0.11	BBX46444.1	BBZ12133.1	BBZ41203.1	*	VDM90408.1,VDM88817.1
4	5	0.109	*	BBZ14898.1	BBZ42436.1	QYL20690.1	VDM86628.1,VDM88818.1
4	5	0.107	BBX47990.1	BBZ13610.1	BBZ42459.1	*	VDM89001.1,VDM86633.1
4	5	0.104	BBX46265.1,BBX44640.1	BBZ11297.1	BBZ42491.1	QYL24504.1	*
4	5	0.103	*	BBZ10050.1,BBZ09954.1	BBZ42543.1	QYL23788.1	VDM87782.1
4	5	0.102	*	BBZ12676.1	BBZ40161.1	QYL23028.1,QYL21629.1	VDM90590.1
4	5	0.102	BBX47957.1	BBZ10642.1,BBZ10643.1	BBZ37347.1	QYL23588.1	*
4	5	0.102	BBX48581.1	BBZ09946.1	BBZ42059.1	QYL21855.1,QYL23207.1	*
4	4	0.983	*	BBZ14456.1	BBZ38527.1	QYL24873.1	VDM88152.1
4	4	0.983	BBX44163.1	BBZ14392.1	BBZ39432.1	*	VDM88800.1
4	4	0.981	*	BBZ13539.1	BBZ39994.1	QYL20344.1	VDM89255.1
4	4	0.979	BBX45344.1	BBZ13295.1	BBZ40393.1	*	VDM89628.1
4	4	0.978	BBX44045.1	BBZ14514.1	BBZ38494.1	*	VDM88087.1
4	4	0.977	BBX45632.1	BBZ12985.1	BBZ40719.1	QYL24528.1	*
4	4	0.977	BBX46296.1	*	BBZ41380.1	QYL22013.1	VDM90421.1
4	4	0.976	BBX44870.1	BBZ13765.1	BBZ39606.1	*	VDM88927.1
4	4	0.974	BBX45981.1	BBZ12583.1	BBZ42530.1	*	VDM87729.1
4	4	0.972	BBX44936.1	BBZ13700.1	BBZ39674.1	*	VDM88993.1
4	4	0.972	BBX44977.1	BBZ13656.1	BBZ39718.1	*	VDM89022.1
4	4	0.971	BBX46311.1	BBZ12272.1	BBZ41397.1	*	VDM90439.1
4	4	0.971	BBX47465.1	BBZ11188.1	BBZ42646.1	QYL24836.1	*
4	4	0.97	BBX44857.1	BBZ13790.1	BBZ39584.1	*	VDM88905.1
4	4	0.97	BBX45178.1	BBZ13441.1	BBZ40094.1	*	VDM89360.1
4	4	0.97	BBX45996.1	BBZ12565.1	BBZ41119.1	*	VDM90208.1
4	4	0.97	BBX46359.1	BBZ12220.1	BBZ41449.1	*	VDM90486.1
4	4	0.969	*	BBZ14506.1	BBZ38501.1	QYL20522.1	VDM88093.1
4	4	0.968	BBX44840.1	BBZ13813.1	BBZ39568.1	*	VDM88888.1
4	4	0.968	BBX46412.1	BBZ12164.1	BBZ41554.1	QYL21404.1	*
4	4	0.967	BBX44347.1	BBZ14192.1	BBZ38991.1	*	VDM88409.1
4	4	0.967	BBX47877.1	BBZ10790.1	BBZ37281.1	*	VDM87129.1
4	4	0.967	BBX48204.1	BBZ10410.1	BBZ37563.1	*	VDM87382.1
4	4	0.966	BBX44077.1	BBZ14479.1	*	QYL24933.1	VDM88126.1
4	4	0.966	BBX47363.1	BBZ11283.1	BBZ42538.1	*	VDM86694.1
4	4	0.965	*	BBZ13541.1	BBZ39992.1	QYL20346.1	VDM89253.1
4	4	0.965	BBX45980.1	BBZ12584.1	BBZ42531.1	*	VDM87730.1
4	4	0.963	BBX44078.1	BBZ14478.1	*	QYL25527.1	VDM88127.1
4	4	0.963	BBX46897.1	BBZ11604.1	BBZ38111.1	*	VDM87818.1
4	4	0.962	*	BBZ13533.1	BBZ39999.1	QYL20341.1	VDM89262.1
4	4	0.962	BBX44816.1	BBZ13839.1	BBZ39491.1	*	VDM88841.1
4	4	0.962	BBX45282.1	BBZ13350.1	BBZ40207.1	*	VDM89450.1
4	4	0.962	BBX48642.1	BBZ09950.1	BBZ42475.1	*	VDM86648.1
4	4	0.961	BBX44024.1	BBZ14586.1	BBZ38477.1	*	VDM88069.1
4	4	0.961	BBX48865.1	*	BBZ38343.1	QYL25506.1	VDM90613.1
4	4	0.96	*	BBZ11022.1	BBZ37003.1	QYL23166.1	VDM86898.1
4	4	0.959	BBX44408.1	BBZ14152.1	BBZ39027.1	*	VDM88445.1
4	4	0.959	BBX48336.1	BBZ10293.1	BBZ37690.1	*	VDM87476.1
4	4	0.958	BBX45574.1	BBZ13093.1	BBZ40668.1	*	VDM89857.1
4	4	0.958	BBX46424.1	BBZ12152.1	BBZ41565.1	*	VDM90556.1
4	4	0.958	BBX48607.1	BBZ09988.1	BBZ38017.1	*	VDM87749.1
4	4	0.957	BBX45223.1	BBZ13618.1	BBZ39754.1	*	VDM89050.1
4	4	0.957	BBX47381.1	BBZ11262.1	BBZ42571.1	*	VDM86715.1
4	4	0.956	*	BBZ14292.1	BBZ38702.1	QYL25006.1	VDM88313.1
4	4	0.955	BBX44174.1	BBZ14385.1	BBZ38615.1	*	VDM88225.1
4	4	0.955	BBX45541.1	BBZ13126.1	BBZ40631.1	QYL21290.1	*
4	4	0.955	BBX46547.1	BBZ11976.1	BBZ41705.1	*	VDM90700.1
4	4	0.954	BBX45609.1	BBZ13004.1	BBZ40691.1	*	VDM89885.1
4	4	0.954	BBX45618.1	BBZ12999.1	BBZ40700.1	*	VDM89890.1
4	4	0.954	BBX47615.1	BBZ11007.1	*	QYL25337.1	VDM86914.1
4	4	0.953	BBX44133.1	BBZ12687.1	BBZ38563.1	*	VDM88197.1
4	4	0.953	BBX44925.1	BBZ13710.1	BBZ39663.1	*	VDM88983.1
4	4	0.953	BBX45481.1	BBZ10622.1	BBZ37363.1	*	VDM87219.1
4	4	0.953	BBX47755.1	BBZ10893.1	BBZ37189.1	*	VDM87044.1
4	4	0.953	BBX48152.1	*	BBZ40399.1	QYL23837.1	VDM89634.1
4	4	0.952	*	BBZ14505.1	BBZ38502.1	QYL20523.1	VDM88094.1
4	4	0.952	BBX44295.1	BBZ14230.1	BBZ38944.1	*	VDM88360.1
4	4	0.952	BBX45346.1	BBZ13293.1	BBZ40395.1	*	VDM89630.1
4	4	0.952	BBX45426.1	BBZ13229.1	BBZ40497.1	*	VDM89712.1
4	4	0.952	BBX46261.1	BBZ12332.1	BBZ41343.1	*	VDM90403.1
4	4	0.952	BBX48296.1	*	BBZ37647.1	QYL25425.1	VDM87446.1
4	4	0.951	BBX44546.1	BBZ13992.1	BBZ39166.1	*	VDM88633.1
4	4	0.951	BBX45785.1	BBZ12838.1	*	QYL21572.1	VDM90060.1
4	4	0.951	BBX46335.1	BBZ12247.1	BBZ41421.1	*	VDM90466.1
4	4	0.951	BBX46663.1	BBZ11852.1	BBZ41791.1	*	VDM90798.1
4	4	0.951	BBX47468.1	BBZ11185.1	BBZ42650.1	QYL24839.1	*
4	4	0.95	*	BBZ13532.1	BBZ40000.1	QYL20340.1	VDM89263.1
4	4	0.95	BBX45345.1	BBZ13294.1	BBZ40394.1	*	VDM89629.1
4	4	0.949	*	BBZ14405.1	BBZ38560.1	QYL22691.1	VDM88195.1
4	4	0.949	BBX45827.1	BBZ12830.1	BBZ40894.1	*	VDM90068.1
4	4	0.949	BBX46328.1	BBZ12252.1	*	QYL22057.1	VDM90460.1
4	4	0.949	BBX47487.1	BBZ11166.1	BBZ42667.1	*	VDM86805.1
4	4	0.948	BBX45935.1	BBZ12666.1	*	QYL21632.1	VDM90136.1
4	4	0.948	BBX45986.1	BBZ12574.1	BBZ41108.1	*	VDM90201.1
4	4	0.948	BBX46923.1	BBZ11570.1	BBZ42128.1	*	VDM91127.1
4	4	0.948	BBX47346.1	BBZ11310.1	BBZ42522.1	*	VDM86690.1
4	4	0.948	BBX47464.1	BBZ11189.1	BBZ42645.1	QYL24835.1	*
4	4	0.947	BBX44461.1	BBZ14097.1	BBZ39071.1	*	VDM88495.1
4	4	0.946	BBX44083.1	BBZ14472.1	*	QYL24938.1	VDM88133.1
4	4	0.946	BBX44084.1	BBZ14471.1	*	QYL24939.1	VDM88134.1
4	4	0.946	BBX48207.1	BBZ10406.1	BBZ37570.1	*	VDM87386.1
4	4	0.945	BBX44067.1	BBZ14488.1	BBZ38520.1	*	VDM88144.1
4	4	0.945	BBX44368.1	*	BBZ42462.1	QYL25092.1	VDM88423.1
4	4	0.945	BBX45576.1	BBZ13091.1	BBZ40671.1	*	VDM89859.1
4	4	0.945	BBX46596.1	BBZ11918.1	BBZ42500.1	QYL20552.1	*
4	4	0.944	*	BBZ13218.1	BBZ40508.1	QYL25671.1	VDM89722.1
4	4	0.944	BBX45058.1	BBZ13581.1	BBZ39927.1	*	VDM89223.1
4	4	0.943	BBX44991.1	BBZ13627.1	BBZ39750.1	*	VDM89042.1
4	4	0.943	BBX46478.1	BBZ12040.1	BBZ41637.1	*	VDM90634.1
4	4	0.943	BBX46597.1	BBZ11917.1	BBZ42501.1	QYL20553.1	*
4	4	0.942	BBX44369.1	*	BBZ42461.1	QYL25091.1	VDM88424.1
4	4	0.942	BBX45060.1	BBZ13579.1	BBZ39929.1	*	VDM89225.1
4	4	0.942	BBX48957.1	BBZ14618.1	BBZ38443.1	*	VDM88013.1
4	4	0.941	BBX44262.1	BBZ14300.1	BBZ38693.1	*	VDM88305.1
4	4	0.941	BBX45213.1	BBZ14011.1	BBZ40126.1	QYL25227.1	*
4	4	0.941	BBX45588.1	BBZ13074.1	BBZ40682.1	*	VDM89871.1
4	4	0.941	BBX45971.1	BBZ12593.1	BBZ41093.1	*	VDM90196.1
4	4	0.941	BBX46441.1	BBZ12136.1	BBZ41359.1	*	VDM90411.1
4	4	0.941	BBX47352.1	*	BBZ41485.1	QYL20367.1	VDM90527.1
4	4	0.941	BBX48608.1	BBZ09987.1	BBZ38018.1	*	VDM87750.1
4	4	0.94	BBX44853.1	BBZ13794.1	BBZ39580.1	*	VDM88900.1
4	4	0.94	BBX45250.1	BBZ13378.1	BBZ40175.1	*	VDM89422.1
4	4	0.94	BBX46606.1	BBZ11908.1	BBZ42505.1	QYL25617.1	*
4	4	0.94	BBX46655.1	BBZ11853.1	BBZ41788.1	*	VDM90795.1
4	4	0.94	BBX47385.1	BBZ11259.1	BBZ42575.1	*	VDM86719.1
4	4	0.939	BBX45482.1	BBZ10626.1	BBZ37360.1	*	VDM87216.1
4	4	0.938	BBX44363.1	*	BBZ38999.1	QYL25088.1	VDM88417.1
4	4	0.938	BBX44463.1	BBZ14089.1	BBZ39080.1	*	VDM88503.1
4	4	0.938	BBX47389.1	*	BBZ42579.1	QYL22714.1	VDM86723.1
4	4	0.937	BBX45059.1	BBZ13580.1	BBZ39928.1	*	VDM89224.1
4	4	0.937	BBX45583.1	BBZ13079.1	BBZ40677.1	*	VDM89866.1
4	4	0.937	BBX47577.1	BBZ11082.1	BBZ36971.1	*	VDM86868.1
4	4	0.937	BBX47579.1	BBZ11077.1	BBZ36973.1	*	VDM86874.1
4	4	0.937	BBX47709.1	BBZ10932.1	BBZ37127.1	*	VDM86995.1
4	4	0.936	*	BBZ11663.1	BBZ41956.1	QYL22467.1	VDM90967.1
4	4	0.936	*	BBZ14401.1	BBZ38584.1	QYL24906.1	VDM88204.1
4	4	0.936	BBX46345.1	BBZ12233.1	BBZ41434.1	*	VDM89562.1
4	4	0.936	BBX48390.1	BBZ10234.1	BBZ37753.1	*	VDM87556.1
4	4	0.935	*	BBZ10243.1	BBZ37742.1	QYL24091.1	VDM87544.1
4	4	0.935	BBX48153.1	*	BBZ40400.1	QYL23838.1	VDM89635.1
4	4	0.935	BBX48638.1	BBZ09956.1	BBZ38044.1	QYL24379.1	*
4	4	0.935	BBX48903.1	BBZ14687.1	BBZ38366.1	*	VDM87952.1
4	4	0.934	BBX44257.1	BBZ14307.1	BBZ38689.1	*	VDM88301.1
4	4	0.934	BBX46924.1	BBZ11569.1	BBZ42129.1	*	VDM91128.1
4	4	0.934	BBX48535.1	BBZ14754.1	BBZ39595.1	QYL24402.1	*
4	4	0.933	*	BBZ12382.1	BBZ41298.1	QYL21914.1	VDM90361.1
4	4	0.933	BBX44365.1	BBZ14182.1	BBZ39004.1	*	VDM88420.1
4	4	0.933	BBX44973.1	BBZ13674.1	BBZ39711.1	*	VDM89015.1
4	4	0.933	BBX45011.1	BBZ13802.1	BBZ39816.1	*	VDM89138.1
4	4	0.933	BBX45690.1	BBZ12926.1	BBZ40762.1	*	VDM89937.1
4	4	0.932	*	BBZ11770.1	BBZ41885.1	QYL25797.1	VDM90891.1
4	4	0.932	BBX45573.1	BBZ13094.1	BBZ40667.1	*	VDM89856.1
4	4	0.932	BBX46591.1	BBZ11939.1	BBZ41753.1	*	VDM90753.1
4	4	0.931	BBX44854.1	BBZ13793.1	BBZ39581.1	*	VDM88902.1
4	4	0.931	BBX45008.1	BBZ10571.1	BBZ39800.1	*	VDM89119.1
4	4	0.93	BBX47390.1	*	BBZ42580.1	QYL22713.1	VDM86724.1
4	4	0.929	*	BBZ10988.1	BBZ37040.1	QYL23312.1	VDM86932.1
4	4	0.929	BBX47564.1	BBZ11100.1	BBZ36959.1	*	VDM86849.1
4	4	0.929	BBX47613.1	BBZ11009.1	*	QYL25336.1	VDM86912.1
4	4	0.928	BBX47191.1	BBZ11871.1	BBZ41747.1	QYL25842.1	*
4	4	0.928	BBX47659.1	BBZ14951.1	BBZ42367.1	*	VDM86589.1
4	4	0.928	BBX47871.1	*	BBZ37270.1	QYL21997.1	VDM87117.1
4	4	0.928	BBX48408.1	BBZ10220.1	*	QYL24118.1	VDM87589.1
4	4	0.927	BBX44366.1	*	BBZ39005.1	QYL25093.1	VDM88421.1
4	4	0.927	BBX44704.1	BBZ13625.1	BBZ37054.1	*	VDM86945.1
4	4	0.927	BBX46465.1	BBZ12082.1	BBZ41611.1	*	VDM90607.1
4	4	0.927	BBX46779.1	BBZ11705.1	BBZ41911.1	*	VDM90921.1
4	4	0.927	BBX46932.1	BBZ11559.1	BBZ42140.1	*	VDM91140.1
4	4	0.927	BBX47196.1	BBZ11866.1	BBZ41742.1	QYL22769.1	*
4	4	0.926	BBX44849.1	BBZ13799.1	BBZ39569.1	*	VDM88889.1
4	4	0.925	*	BBZ12842.1	BBZ40867.1	QYL21568.1	VDM90056.1
4	4	0.925	BBX44311.1	*	BBZ38964.1	QYL24650.1	VDM88379.1
4	4	0.925	BBX48360.1	BBZ10273.1	BBZ40627.1	*	VDM86576.1
4	4	0.925	BBX48963.1	BBZ14613.1	BBZ38449.1	QYL24720.1	*
4	4	0.924	BBX45456.1	BBZ13204.1	BBZ40528.1	QYL25322.1	*
4	4	0.924	BBX46152.1	BBZ13242.1	BBZ40495.1	*	VDM89711.1
4	4	0.924	BBX46746.1	BBZ12308.1	BBZ41868.1	*	VDM87925.1
4	4	0.924	BBX47167.1	BBZ13640.1	BBZ37932.1	QYL25034.1	*
4	4	0.923	*	BBZ14458.1	BBZ38525.1	QYL24871.1	VDM88150.1
4	4	0.923	BBX46081.1	BBZ12481.1	BBZ41212.1	*	VDM90303.1
4	4	0.923	BBX46442.1	BBZ12135.1	BBZ41358.1	*	VDM90410.1
4	4	0.923	BBX47919.1	BBZ10675.1	BBZ37318.1	*	VDM87166.1
4	4	0.922	*	BBZ13550.1	BBZ39987.1	QYL20348.1	VDM89250.1
